Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764550982,30,,Aggregated,13.600000,4.400000,130,240,380,470,770,2300,5900,7200,8600,8600,8600,1264,409,130.0,509.2368259501879,26.136700005736202,8648.524699994596,28571.438291139242
1764550983,30,,Aggregated,14.100000,4.600000,130,240,370,470,770,2300,5900,7200,8600,8600,8600,1279,417,130.0,503.806786161898,26.136700005736202,8648.524699994596,28596.068803752933
1764550984,30,,Aggregated,13.500000,4.600000,130,240,370,470,770,2300,5900,7200,8600,8600,8600,1288,420,130.0,502.25149037350155,26.136700005736202,8648.524699994596,28580.331521739132
1764550985,30,,Aggregated,13.700000,4.700000,130,240,380,470,770,2300,5900,7200,8600,8600,8600,1300,424,130.0,501.13185715469837,26.136700005736202,8648.524699994596,28667.606923076924
1764550986,30,,Aggregated,13.300000,4.900000,130,250,380,480,770,1900,5800,7200,8600,8600,8600,1310,426,130.0,502.4250784741567,26.136700005736202,8648.524699994596,28686.36030534351
1764550987,30,,Aggregated,13.700000,5.000000,130,260,400,490,790,1900,5800,7200,8600,8600,8600,1321,431,130.0,504.62777032627935,26.136700005736202,8648.524699994596,28680.160484481454
1764550988,30,,Aggregated,13.100000,4.700000,130,260,400,490,790,1900,5800,7200,8600,8600,8600,1341,440,130.0,502.5221997770468,26.136700005736202,8648.524699994596,28659.431767337806
1764550989,30,,Aggregated,12.400000,4.300000,130,260,400,490,780,1900,5800,7200,8600,8600,8600,1352,442,130.0,499.31455207180085,26.136700005736202,8648.524699994596,28588.07100591716
1764550990,30,,Aggregated,13.000000,4.600000,130,250,390,490,780,1900,5800,7200,8600,8600,8600,1372,450,130.0,493.5627202631932,26.136700005736202,8648.524699994596,28574.85641399417
1764550991,30,,Aggregated,12.900000,4.700000,130,250,380,480,770,1800,5800,7200,8600,8600,8600,1381,453,130.0,490.7052472853488,26.136700005736202,8648.524699994596,28515.87110789283
1764550992,30,,Aggregated,13.200000,4.700000,130,240,380,480,770,1800,5800,7200,8600,8600,8600,1398,460,130.0,485.9635467103405,26.136700005736202,8648.524699994596,28622.906294706725
1764550993,30,,Aggregated,12.900000,4.600000,130,240,380,470,770,1800,5800,7200,8600,8600,8600,1410,462,130.0,482.2923838305006,26.136700005736202,8648.524699994596,28588.01205673759
1764550994,30,,Aggregated,13.500000,5.000000,120,230,370,470,760,1600,5800,7200,8600,8600,8600,1428,467,120.0,477.034811625375,26.136700005736202,8648.524699994596,28485.203781512606
1764550995,30,,Aggregated,12.900000,4.500000,120,230,370,470,750,1600,5800,7200,8600,8600,8600,1438,470,120.0,474.1579921425855,26.136700005736202,8648.524699994596,28430.371349095967
